epoch,accuracy,learning_rate,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy
2,0.9599999785423279,9.999999747378752e-05,0.11020059883594513,0.9928571581840515,0.9766666889190674,0.05876234173774719,0.996666669845581
3,0.9728571176528931,9.999999747378752e-05,0.07923021912574768,0.9967857003211975,0.9850000143051147,0.040662676095962524,0.9983333349227905
