epoch,accuracy,learning_rate,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy
2,0.9517857432365417,9.999999747378752e-05,0.13473686575889587,0.9903571605682373,0.9950082898139954,0.019280362874269485,1.0
3,0.9803571701049805,9.999999747378752e-05,0.061778631061315536,0.9982143044471741,0.9916805028915405,0.01634240709245205,1.0
