model,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
efficientnetb0,0.9933333333333333,0.9934199134199134,0.9933333333333334,0.9933327406353722,0.9934199134199135,0.9933333333333333,0.9933327406353722
