epoch,accuracy,learning_rate,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy
2,0.9549999833106995,9.999999747378752e-05,0.1382061243057251,0.9893749952316284,0.9937499761581421,0.018163351342082024,1.0
3,0.9750000238418579,9.999999747378752e-05,0.06754585355520248,0.9971874952316284,0.9962499737739563,0.013307852670550346,1.0
